header,type,class,mechanism,group,snp
MEG_6645|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TBTA,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TBTA,
MEG_7794|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEK,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEK,
MEG_7782|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEA,
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,Biocides,Multi-biocide resistance,Multi-biocide resistance regulator,SOXRB,
MEG_7789|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEF,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEF,
MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,Biocides,Multi-biocide resistance,Multi-biocide SMR efflux pump,SUGE,
MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,Biocides,Multi-biocide resistance,Multi-biocide SMR efflux pump,SUGE,
MEG_3539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|LDE,Biocides,Multi-biocide resistance,Multi-biocide MFS efflux pump,LDE,
MEG_7785|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEB,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEB,
MEG_6560|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|SRPB,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,SRPB,
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,Biocides,Multi-biocide resistance,Multi-biocide resistance protein,YJCG,
MEG_7268|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLCSM,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TOLCSM,
MEG_6572|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SSME,Biocides,Multi-biocide resistance,Multi-biocide SMR efflux pump,SSME,
MEG_7778|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEA,
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,Biocides,Multi-biocide resistance,Multi-biocide SMR efflux pump,SUGE,
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,Biocides,Multi-biocide resistance,Multi-biocide resistance regulator,RPOS,
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,Biocides,Multi-biocide resistance,Multi-biocide resistance regulator,YDEO,
MEG_7788|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEE,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEE,
MEG_7787|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMED,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMED,
MEG_3279|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|HSMR,Biocides,Multi-biocide resistance,Multi-biocide resistance protein,HSMR,
MEG_7796|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEQ,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEQ,
MEG_1467|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|BLTR,Biocides,Multi-biocide resistance,Multi-biocide resistance regulator,BLTR,
MEG_3935|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXV,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,MEXV,
MEG_4298|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|OPRJ,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,OPRJ,
MEG_7783|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEA,
MEG_7265|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TOLC,
MEG_2715|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|EMHA,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,EMHA,
MEG_7781|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEA,
MEG_7779|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEA,
MEG_7773|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEA,
MEG_6519|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDA,Biocides,Multi-biocide resistance,Multi-biocide ABC efflux pump,SMDA,
MEG_6561|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|SRPC,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,SRPC,
MEG_6648|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|TBTR,Biocides,Multi-biocide resistance,Multi-biocide RND efflux regulator,TBTR,
MEG_4299|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|OPRM,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,OPRM,
MEG_7774|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEA,
MEG_2698|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|EBRB,Biocides,Multi-biocide resistance,Multi-biocide SMR efflux pump,EBRB,
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,Biocides,Multi-biocide resistance,Multi-biocide resistance regulator,OXYRKP,
MEG_1468|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|BLTR,Biocides,Multi-biocide resistance,Multi-biocide resistance regulator,BLTR,
MEG_10506|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,
MEG_1978|Drugs|betalactams|Class_C_betalactamases|CMY,Drugs,betalactams,Class C betalactamases,CMY,
MEG_6419|Drugs|betalactams|Class_A_betalactamases|SHV,Drugs,betalactams,Class A betalactamases,SHV,
MEG_5655|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,
MEG_5404|Drugs|betalactams|Penicillin_binding_protein|PBP2,Drugs,betalactams,Penicillin binding protein,PBP2,
MEG_6942|Drugs|betalactams|Class_A_betalactamases|TEM,Drugs,betalactams,Class A betalactamases,TEM,
MEG_5265|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_2178|Drugs|betalactams|Class_A_betalactamases|CTX,Drugs,betalactams,Class A betalactamases,CTX,
MEG_10001|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_6700|Drugs|betalactams|Class_A_betalactamases|TEM,Drugs,betalactams,Class A betalactamases,TEM,
MEG_1951|Drugs|betalactams|Class_C_betalactamases|CMY,Drugs,betalactams,Class C betalactamases,CMY,
MEG_3633|Drugs|betalactams|Class_B_betalactamases|LRA,Drugs,betalactams,Class B betalactamases,LRA,
MEG_5541|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,
MEG_9902|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_10323|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,
MEG_1907|Drugs|betalactams|Class_C_betalactamases|CMY,Drugs,betalactams,Class C betalactamases,CMY,
MEG_3768|Drugs|betalactams|Penicillin_binding_protein|MECA,Drugs,betalactams,Penicillin binding protein,MECA,
MEG_2422|Drugs|betalactams|Class_A_betalactamases|CTX,Drugs,betalactams,Class A betalactamases,CTX,
MEG_2351|Drugs|betalactams|Class_A_betalactamases|CTX,Drugs,betalactams,Class A betalactamases,CTX,
MEG_3576|Drugs|betalactams|Class_A_betalactamases|LEN,Drugs,betalactams,Class A betalactamases,LEN,
MEG_1669|Drugs|betalactams|Class_B_betalactamases|CFIA,Drugs,betalactams,Class B betalactamases,CFIA,
MEG_6479|Drugs|betalactams|Class_A_betalactamases|SHV,Drugs,betalactams,Class A betalactamases,SHV,
MEG_9002|Drugs|betalactams|Class_C_betalactamases|MIR,Drugs,betalactams,Class C betalactamases,MIR,
MEG_4527|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_4144|Drugs|betalactams|Class_B_betalactamases|NDM,Drugs,betalactams,Class B betalactamases,NDM,
MEG_9662|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,
MEG_11178|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_6673|Drugs|betalactams|Class_A_betalactamases|TEM,Drugs,betalactams,Class A betalactamases,TEM,
MEG_7951|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC,
MEG_3395|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP,
MEG_538|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC,
MEG_10895|Drugs|betalactams|Class_A_betalactamases|LEN,Drugs,betalactams,Class A betalactamases,LEN,
MEG_5276|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_10588|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,
MEG_11000|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,
MEG_10806|Drugs|betalactams|Class_A_betalactamases|LEN,Drugs,betalactams,Class A betalactamases,LEN,
MEG_6375|Drugs|betalactams|Class_A_betalactamases|SHV,Drugs,betalactams,Class A betalactamases,SHV,
MEG_3551|Drugs|betalactams|Class_A_betalactamases|LEN,Drugs,betalactams,Class A betalactamases,LEN,
MEG_2432|Drugs|betalactams|Class_A_betalactamases|CTX,Drugs,betalactams,Class A betalactamases,CTX,
MEG_8125|Drugs|betalactams|Class_B_betalactamases|GOB,Drugs,betalactams,Class B betalactamases,GOB,
MEG_396|Metals|Iron_resistance|Iron_resistance_protein|ACN,Metals,Iron resistance,Iron resistance protein,ACN,
MEG_1230|Metals|Iron_resistance|Iron_resistance_protein|BFRA,Metals,Iron resistance,Iron resistance protein,BFRA,
MEG_3063|Metals|Iron_resistance|Iron_resistance_regulator|FURA,Metals,Iron resistance,Iron resistance regulator,FURA,
MEG_3064|Metals|Iron_resistance|Iron_resistance_regulator|FURA,Metals,Iron resistance,Iron resistance regulator,FURA,
MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,Metals,Iron resistance,Iron resistance protein,YBTP,
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,Metals,Iron resistance,Iron resistance protein,YBTQ,
MEG_717|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOX,Metals,Arsenic resistance,Arsenite oxidase regulator,AIOX,
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,Metals,Arsenic resistance,Arsenic resistance protein,PSTB,
MEG_1139|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRA,Metals,Arsenic resistance,Arsenic resistance protein,ARRA,
MEG_398|Metals|Arsenic_resistance|Arsenic_resistance_membrane_transporter|ACR3,Metals,Arsenic resistance,Arsenic resistance membrane transporter,ACR3,
MEG_11332|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,Metals,Arsenic resistance,Arsenic resistance regulator,ARSR,
MEG_11327|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,Metals,Arsenic resistance,Arsenic resistance protein,ARSD,
MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS,Metals,Arsenic resistance,Arsenite oxidase regulator,AIOS,
MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,Metals,Arsenic resistance,Arsenic resistance protein,ARSC,
MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR,Metals,Arsenic resistance,Arsenite oxidase regulator,AIOR,
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,Metals,Arsenic resistance,Arsenic resistance protein,PSTS,
MEG_1157|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,Metals,Arsenic resistance,Arsenic resistance protein,ARSC,
MEG_11328|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,Metals,Arsenic resistance,Arsenic resistance protein,ARSD,
MEG_11363|Metals|Arsenic_resistance|Arsenic_resistance_N-acetyltransferases|ARSN2,Metals,Arsenic resistance,Arsenic resistance N-acetyltransferases,ARSN2,
MEG_1171|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,Metals,Arsenic resistance,Arsenic resistance regulator,ARSR,
MEG_1172|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,Metals,Arsenic resistance,Arsenic resistance regulator,ARSR,
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,Metals,Arsenic resistance,Arsenic resistance protein,PSTA,
MEG_1155|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,Metals,Arsenic resistance,Arsenic resistance protein,ARSC,
MEG_1147|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,Metals,Arsenic resistance,Arsenic resistance protein,ARSB,
MEG_1167|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSH,Metals,Arsenic resistance,Arsenic resistance protein,ARSH,
MEG_1146|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,Metals,Arsenic resistance,Arsenic resistance protein,ARSB,
MEG_11360|Metals|Arsenic_resistance|Arsenic_resistance_N-acetyltransferases|ARSN2,Metals,Arsenic resistance,Arsenic resistance N-acetyltransferases,ARSN2,
MEG_1141|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRB,Metals,Arsenic resistance,Arsenic resistance protein,ARRB,
MEG_11252|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,Metals,Arsenic resistance,Arsenic resistance regulator,ARSR,
MEG_1159|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,Metals,Arsenic resistance,Arsenic resistance protein,ARSC,
MEG_711|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA,Metals,Arsenic resistance,Arsenite oxidase,AIOA,
MEG_11324|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,Metals,Arsenic resistance,Arsenic resistance protein,ARSB,
MEG_1165|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,Metals,Arsenic resistance,Arsenic resistance protein,ARSD,
MEG_11325|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,Metals,Arsenic resistance,Arsenic resistance protein,ARSB,
MEG_1158|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,Metals,Arsenic resistance,Arsenic resistance protein,ARSC,
MEG_1169|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSM,Metals,Arsenic resistance,Arsenic resistance protein,ARSM,
MEG_1160|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,Metals,Arsenic resistance,Arsenic resistance protein,ARSC,
MEG_712|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA,Metals,Arsenic resistance,Arsenite oxidase,AIOA,
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,Metals,Arsenic resistance,Arsenic resistance regulator,ARSR,
MEG_11323|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,Metals,Arsenic resistance,Arsenic resistance protein,ARSB,
MEG_11326|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,Metals,Arsenic resistance,Arsenic resistance protein,ARSB,
MEG_11365|Metals|Arsenic_resistance|Arsenic_resistance_N-acetyltransferases|ARSN2,Metals,Arsenic resistance,Arsenic resistance N-acetyltransferases,ARSN2,
MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB,Metals,Arsenic resistance,Arsenite oxidase,AIOB,
MEG_11362|Metals|Arsenic_resistance|Arsenic_resistance_N-acetyltransferases|ARSN2,Metals,Arsenic resistance,Arsenic resistance N-acetyltransferases,ARSN2,
MEG_1170|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSP,Metals,Arsenic resistance,Arsenic resistance protein,ARSP,
MEG_1145|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,Metals,Arsenic resistance,Arsenic resistance protein,ARSB,
MEG_3744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,MDTA,
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,MDTC,
MEG_11439|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEB,
MEG_1191|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,BAER,
MEG_3742|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal MFS efflux pumps,MDRL,
MEG_1738|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEA,
MEG_3743|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal MFS efflux pumps,MDRL,
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal resistance regulator,SOXS,
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,BAES,
MEG_7839|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_SMR_efflux_pump|YKKC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal SMR efflux pump,YKKC,
MEG_1742|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEC,
MEG_11338|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEB,
MEG_1748|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|CMER,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,CMER,
MEG_1747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|CMER,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,CMER,
MEG_1194|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,BAES,
MEG_3750|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,MDTC,
MEG_1740|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEB,
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,BAES,
MEG_3132|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,GESA,
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,ROBA,
MEG_1737|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEA,
MEG_1743|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMED,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMED,
MEG_3741|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal MFS efflux pumps,MDRL,
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,BAER,
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,BAES,
MEG_3748|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,MDTB,
MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,ACRD,
MEG_7838|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_SMR_efflux_pump|YKKC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal SMR efflux pump,YKKC,
MEG_404|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,ACRD,
MEG_1741|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEC,
MEG_1739|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEB,
MEG_11442|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEA,
MEG_3134|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,GESC,
MEG_1745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEF,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEF,
MEG_3745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,MDTA,
MEG_1744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEE,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEE,
MEG_9961|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,BAER,
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,ACRD,
MEG_3133|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESB,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,GESB,
MEG_405|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,ACRD,
MEG_1704|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,CHR,
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,TEHB,
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,Multi-compound,Biocide and metal resistance,Biocide and metal ABC efflux pumps,FETA,
MEG_2664|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPSA,
MEG_6515|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITC,Multi-compound,Biocide and metal resistance,Biocide and metal ABC efflux pumps,SITC,
MEG_6513|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITA,Multi-compound,Biocide and metal resistance,Biocide and metal ABC efflux pumps,SITA,
MEG_501|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTP,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,ACTP,
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,GLPF,
MEG_7841|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,YODB,
MEG_2444|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CUID,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,CUID,
