header,type,class,mechanism,group,snp
MEG_6535|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMRA,Biocides,Multi-biocide resistance,Multi-biocide ABC efflux pump,SMRA,
MEG_6564|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|SRPS,Biocides,Multi-biocide resistance,Multi-biocide RND efflux regulator,SRPS,
MEG_3936|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXW,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,MEXW,
MEG_7786|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEC,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEC,
MEG_7298|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|TTGV,Biocides,Multi-biocide resistance,Multi-biocide RND efflux regulator,TTGV,
MEG_7268|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLCSM,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TOLCSM,
MEG_7266|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TOLC,
MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,Biocides,Multi-biocide resistance,Multi-biocide SMR efflux pump,SUGE,
MEG_7794|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEK,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEK,
MEG_1468|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|BLTR,Biocides,Multi-biocide resistance,Multi-biocide resistance regulator,BLTR,
MEG_6646|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TBTB,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TBTB,
MEG_3735|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|MDEA,Biocides,Multi-biocide resistance,Multi-biocide resistance protein,MDEA,
MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,Biocides,Multi-biocide resistance,Multi-biocide resistance regulator,RPOS,
MEG_6519|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDA,Biocides,Multi-biocide resistance,Multi-biocide ABC efflux pump,SMDA,
MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,Biocides,Multi-biocide resistance,Multi-biocide SMR efflux pump,SUGE,
MEG_4297|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|OPRJ,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,OPRJ,
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,Biocides,Multi-biocide resistance,Multi-biocide SMR efflux pump,SUGE,
MEG_7781|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEA,
MEG_7787|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMED,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMED,
MEG_2698|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|EBRB,Biocides,Multi-biocide resistance,Multi-biocide SMR efflux pump,EBRB,
MEG_6573|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SSME,Biocides,Multi-biocide resistance,Multi-biocide SMR efflux pump,SSME,
MEG_7793|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEJ,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEJ,
MEG_6550|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,Biocides,Multi-biocide resistance,Multi-biocide resistance regulator,SOXRB,
MEG_7803|Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|VMRA,Biocides,Multi-biocide resistance,Multi-biocide MATE efflux pump,VMRA,
MEG_7788|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEE,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEE,
MEG_6560|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|SRPB,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,SRPB,
MEG_5415|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|PCM,Biocides,Multi-biocide resistance,Multi-biocide resistance regulator,PCM,
MEG_2716|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|EMHB,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,EMHB,
MEG_6520|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDB,Biocides,Multi-biocide resistance,Multi-biocide ABC efflux pump,SMDB,
MEG_7643|Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|VCRM,Biocides,Multi-biocide resistance,Multi-biocide MATE efflux pump,VCRM,
MEG_3539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|LDE,Biocides,Multi-biocide resistance,Multi-biocide MFS efflux pump,LDE,
MEG_7773|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEA,
MEG_7785|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEB,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEB,
MEG_7780|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEA,
MEG_6531|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|SMFY,Biocides,Multi-biocide resistance,Multi-biocide MFS efflux pump,SMFY,
MEG_7294|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TTGF,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TTGF,
MEG_7771|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,VMEA,
MEG_3153|Drugs|betalactams|Class_B_betalactamases|GOB,Drugs,betalactams,Class B betalactamases,GOB,
MEG_5074|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_8216|Drugs|betalactams|Class_A_betalactamases|LEN,Drugs,betalactams,Class A betalactamases,LEN,
MEG_3660|Drugs|betalactams|Class_A_betalactamases|MAL,Drugs,betalactams,Class A betalactamases,MAL,
MEG_3494|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC,
MEG_1886|Drugs|betalactams|Class_C_betalactamases|CMY,Drugs,betalactams,Class C betalactamases,CMY,
MEG_9947|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_8940|Drugs|betalactams|Class_C_betalactamases|CMH,Drugs,betalactams,Class C betalactamases,CMH,
MEG_4402|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_4912|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_9274|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC,
MEG_8857|Drugs|betalactams|Class_A_betalactamases|CTX,Drugs,betalactams,Class A betalactamases,CTX,
MEG_4273|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,
MEG_6299|Drugs|betalactams|Class_A_betalactamases|SHV,Drugs,betalactams,Class A betalactamases,SHV,
MEG_9591|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_551|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC,
MEG_5705|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,
MEG_10935|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC,
MEG_9723|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_11119|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_8552|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,
MEG_9571|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_9153|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,
MEG_8048|Drugs|betalactams|Class_A_betalactamases|CTX,Drugs,betalactams,Class A betalactamases,CTX,
MEG_2423|Drugs|betalactams|Class_A_betalactamases|CTX,Drugs,betalactams,Class A betalactamases,CTX,
MEG_626|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC,
MEG_2148|Drugs|betalactams|Class_A_betalactamases|CTX,Drugs,betalactams,Class A betalactamases,CTX,
MEG_8375|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_8576|Drugs|betalactams|Class_C_betalactamases|PDC,Drugs,betalactams,Class C betalactamases,PDC,
MEG_9229|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC,
MEG_9960|Drugs|betalactams|Class_B_betalactamases|KHM,Drugs,betalactams,Class B betalactamases,KHM,
MEG_4927|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_609|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC,
MEG_5067|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_10802|Drugs|betalactams|Class_A_betalactamases|LEN,Drugs,betalactams,Class A betalactamases,LEN,
MEG_7952|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC,
MEG_5043|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_8884|Drugs|betalactams|Class_A_betalactamases|TEM,Drugs,betalactams,Class A betalactamases,TEM,
MEG_5224|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_4670|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,
MEG_396|Metals|Iron_resistance|Iron_resistance_protein|ACN,Metals,Iron resistance,Iron resistance protein,ACN,
MEG_1230|Metals|Iron_resistance|Iron_resistance_protein|BFRA,Metals,Iron resistance,Iron resistance protein,BFRA,
MEG_3063|Metals|Iron_resistance|Iron_resistance_regulator|FURA,Metals,Iron resistance,Iron resistance regulator,FURA,
MEG_3064|Metals|Iron_resistance|Iron_resistance_regulator|FURA,Metals,Iron resistance,Iron resistance regulator,FURA,
MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,Metals,Iron resistance,Iron resistance protein,YBTP,
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,Metals,Iron resistance,Iron resistance protein,YBTQ,
MEG_11324|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,Metals,Arsenic resistance,Arsenic resistance protein,ARSB,
MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR,Metals,Arsenic resistance,Arsenite oxidase regulator,AIOR,
MEG_11326|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,Metals,Arsenic resistance,Arsenic resistance protein,ARSB,
MEG_1145|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,Metals,Arsenic resistance,Arsenic resistance protein,ARSB,
MEG_11329|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,Metals,Arsenic resistance,Arsenic resistance protein,ARSD,
MEG_11362|Metals|Arsenic_resistance|Arsenic_resistance_N-acetyltransferases|ARSN2,Metals,Arsenic resistance,Arsenic resistance N-acetyltransferases,ARSN2,
MEG_1160|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,Metals,Arsenic resistance,Arsenic resistance protein,ARSC,
MEG_11332|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,Metals,Arsenic resistance,Arsenic resistance regulator,ARSR,
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,Metals,Arsenic resistance,Arsenic resistance regulator,ARSR,
MEG_11331|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,Metals,Arsenic resistance,Arsenic resistance regulator,ARSR,
MEG_11323|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,Metals,Arsenic resistance,Arsenic resistance protein,ARSB,
MEG_11325|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,Metals,Arsenic resistance,Arsenic resistance protein,ARSB,
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,Metals,Arsenic resistance,Arsenic resistance protein,PSTC,
MEG_398|Metals|Arsenic_resistance|Arsenic_resistance_membrane_transporter|ACR3,Metals,Arsenic resistance,Arsenic resistance membrane transporter,ACR3,
MEG_11363|Metals|Arsenic_resistance|Arsenic_resistance_N-acetyltransferases|ARSN2,Metals,Arsenic resistance,Arsenic resistance N-acetyltransferases,ARSN2,
MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB,Metals,Arsenic resistance,Arsenite oxidase,AIOB,
MEG_11328|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,Metals,Arsenic resistance,Arsenic resistance protein,ARSD,
MEG_11360|Metals|Arsenic_resistance|Arsenic_resistance_N-acetyltransferases|ARSN2,Metals,Arsenic resistance,Arsenic resistance N-acetyltransferases,ARSN2,
MEG_11330|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,Metals,Arsenic resistance,Arsenic resistance protein,ARSD,
MEG_11365|Metals|Arsenic_resistance|Arsenic_resistance_N-acetyltransferases|ARSN2,Metals,Arsenic resistance,Arsenic resistance N-acetyltransferases,ARSN2,
MEG_11364|Metals|Arsenic_resistance|Arsenic_resistance_N-acetyltransferases|ARSN2,Metals,Arsenic resistance,Arsenic resistance N-acetyltransferases,ARSN2,
MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS,Metals,Arsenic resistance,Arsenite oxidase regulator,AIOS,
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,Metals,Arsenic resistance,Arsenic resistance protein,PSTA,
MEG_1159|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,Metals,Arsenic resistance,Arsenic resistance protein,ARSC,
MEG_1172|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,Metals,Arsenic resistance,Arsenic resistance regulator,ARSR,
MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,Metals,Arsenic resistance,Arsenic resistance protein,PSTS,
MEG_1157|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,Metals,Arsenic resistance,Arsenic resistance protein,ARSC,
MEG_1170|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSP,Metals,Arsenic resistance,Arsenic resistance protein,ARSP,
MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,Metals,Arsenic resistance,Arsenic resistance protein,ARSC,
MEG_1165|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,Metals,Arsenic resistance,Arsenic resistance protein,ARSD,
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,Metals,Arsenic resistance,Arsenic resistance protein,PSTB,
MEG_11252|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,Metals,Arsenic resistance,Arsenic resistance regulator,ARSR,
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,Metals,Arsenic resistance,Arsenic resistance protein,PSTS,
MEG_1146|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,Metals,Arsenic resistance,Arsenic resistance protein,ARSB,
MEG_1154|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,Metals,Arsenic resistance,Arsenic resistance protein,ARSC,
MEG_1141|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRB,Metals,Arsenic resistance,Arsenic resistance protein,ARRB,
MEG_712|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA,Metals,Arsenic resistance,Arsenite oxidase,AIOA,
MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE,Metals,Arsenic resistance,Arsenite oxidase,AIOE,
MEG_711|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA,Metals,Arsenic resistance,Arsenite oxidase,AIOA,
MEG_11361|Metals|Arsenic_resistance|Arsenic_resistance_N-acetyltransferases|ARSN2,Metals,Arsenic resistance,Arsenic resistance N-acetyltransferases,ARSN2,
MEG_3750|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,MDTC,
MEG_3741|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal MFS efflux pumps,MDRL,
MEG_3132|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,GESA,
MEG_1740|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEB,
MEG_3134|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,GESC,
MEG_1747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|CMER,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,CMER,
MEG_1191|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,BAER,
MEG_1745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEF,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEF,
MEG_1738|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEA,
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,ACRD,
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,MDTC,
MEG_1737|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEA,
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,MDTB,
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,BAES,
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,BAES,
MEG_3133|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESB,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,GESB,
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,BAES,
MEG_1742|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEC,
MEG_405|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,ACRD,
MEG_7838|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_SMR_efflux_pump|YKKC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal SMR efflux pump,YKKC,
MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,ACRD,
MEG_3743|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal MFS efflux pumps,MDRL,
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,ROBA,
MEG_11338|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEB,
MEG_3748|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,MDTB,
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,BAER,
MEG_11439|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEB,
MEG_1739|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEB,
MEG_404|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,ACRD,
MEG_11442|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEA,
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,MDTA,
MEG_3742|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal MFS efflux pumps,MDRL,
MEG_1741|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEC,
MEG_9961|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,BAER,
MEG_7839|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_SMR_efflux_pump|YKKC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal SMR efflux pump,YKKC,
MEG_3745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,MDTA,
MEG_1743|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMED,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMED,
MEG_1744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEE,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,CMEE,
MEG_3744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux pumps,MDTA,
MEG_1748|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|CMER,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal RND efflux regulator,CMER,
MEG_6513|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITA,Multi-compound,Biocide and metal resistance,Biocide and metal ABC efflux pumps,SITA,
MEG_7830|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,YGIW,
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,GLPF,
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,YIEF,
MEG_2656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPR,
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,GLPF,
MEG_2658|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPR,
MEG_3061|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|FRNE,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,FRNE,
MEG_2657|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPR,
MEG_2900|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,Multi-compound,Biocide and metal resistance,Biocide and metal ABC efflux pumps,FETB,
MEG_2662|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPR,
