SNP_accession,S021_rd100m_R01_100bp_97ani_V4Full,S022_rd100m_R02_100bp_97ani_V4Full,S023_rd100m_R03_100bp_97ani_V4Full,S024_rd100m_R04_100bp_97ani_V4Full,S025_rd100m_R05_100bp_97ani_V4Full,S026_rd100m_R06_100bp_97ani_V4Full,S027_rd100m_R07_100bp_97ani_V4Full,S028_rd100m_R08_100bp_97ani_V4Full,S029_rd100m_R09_100bp_97ani_V4Full,S030_rd100m_R10_100bp_97ani_V4Full
MEG_712|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA|MEG_712|AIOA-712_C_2415_G,5,0,0,0,0,0,0,0,0,0
MEG_712|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA|MEG_712|AIOA-712_G_2419_A,0,0,0,0,0,2,0,16,0,12
MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB|MEG_713|AIOB-713_T_9_G,3,4,0,1,0,0,0,0,0,0
MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB|MEG_713|AIOB-713_A_111_T,0,0,0,0,0,0,13,9,2,0
MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB|MEG_713|AIOB-713_G_148_T,0,0,0,0,0,0,13,9,2,0
MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB|MEG_713|AIOB-713_A_343_C,0,0,0,0,0,0,8,8,2,0
MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB|MEG_713|AIOB-713_C_344_T,4,7,2,2,1,0,0,0,0,0
MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB|MEG_713|AIOB-713_A_386_C,0,0,0,0,0,0,13,7,2,0
MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB|MEG_713|AIOB-713_G_404_A,4,14,0,1,0,0,0,0,0,0
MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB|MEG_713|AIOB-713_C_490_G,0,0,0,0,0,0,5,3,0,0
MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE|MEG_714|AIOE-714_C_189_G,0,0,0,0,0,1,13,0,8,13
MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE|MEG_714|AIOE-714_G_390_T,0,0,0,0,0,7,18,0,10,9
MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE|MEG_714|AIOE-714_A_396_C,0,0,0,0,0,8,17,0,8,9
MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE|MEG_714|AIOE-714_C_504_T,0,0,0,0,0,4,17,0,6,10
MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE|MEG_714|AIOE-714_C_557_T,0,0,0,0,0,1,17,0,8,7
MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE|MEG_714|AIOE-714_A_902_C,0,0,0,0,0,2,8,0,4,6
MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE|MEG_714|AIOE-714_G_910_C,0,0,0,0,0,2,5,0,2,3
MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE|MEG_714|AIOE-714_A_929_G,0,0,0,0,0,2,6,0,3,3
MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE|MEG_714|AIOE-714_A_930_C,0,0,0,0,0,2,6,0,3,3
MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR|MEG_715|AIOR-715_G_55_A,0,0,0,0,0,5,3,3,0,18
MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR|MEG_715|AIOR-715_G_157_T,0,0,0,0,0,5,3,5,0,37
MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR|MEG_715|AIOR-715_T_259_G,0,0,0,0,0,6,4,9,0,44
MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR|MEG_715|AIOR-715_A_536_C,3,52,0,9,8,0,0,0,0,0
MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR|MEG_715|AIOR-715_G_825_C,0,0,0,0,0,10,2,9,0,37
MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR|MEG_715|AIOR-715_T_873_C,0,0,0,0,0,9,1,11,0,39
MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR|MEG_715|AIOR-715_G_1042_T,0,0,0,0,0,3,4,8,0,31
MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR|MEG_715|AIOR-715_C_1120_A,0,0,0,0,0,5,4,13,0,32
MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR|MEG_715|AIOR-715_A_1178_T,0,33,0,8,6,0,0,0,0,0
MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR|MEG_715|AIOR-715_C_1252_G,1,20,0,3,4,0,0,0,0,0
MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS|MEG_716|AIOS-716_C_314_T,0,0,0,0,0,2,65,13,0,27
MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS|MEG_716|AIOS-716_T_384_A,0,0,0,0,0,3,70,12,0,32
MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS|MEG_716|AIOS-716_T_551_C,0,62,0,3,9,0,0,0,0,0
MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS|MEG_716|AIOS-716_G_694_T,0,0,0,0,0,2,83,8,0,41
MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS|MEG_716|AIOS-716_G_1036_A,0,0,0,0,0,5,73,6,0,25
MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS|MEG_716|AIOS-716_C_1095_G,0,0,0,0,0,3,72,2,0,18
MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS|MEG_716|AIOS-716_T_1433_A,0,0,0,0,0,2,23,3,0,9
MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS|MEG_716|AIOS-716_G_1444_C,0,0,0,0,0,1,21,3,0,7
MEG_717|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOX|MEG_717|AIOX-717_A_422_G,8,1,49,1,3,0,0,0,0,0
MEG_717|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOX|MEG_717|AIOX-717_G_718_C,5,0,40,1,4,0,0,0,0,0
MEG_717|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOX|MEG_717|AIOX-717_G_810_C,7,1,32,2,3,0,0,0,0,0
MEG_717|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOX|MEG_717|AIOX-717_C_862_T,5,1,21,0,0,0,0,0,0,0
MEG_717|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOX|MEG_717|AIOX-717_A_871_T,5,1,19,0,0,0,0,0,0,0
MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG|MEG_722|ALMG-722_A_7_T,0,0,0,0,0,2,1,28,5,1
MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG|MEG_722|ALMG-722_T_212_G,0,0,0,0,0,2,16,85,5,5
MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG|MEG_722|ALMG-722_G_267_C,7,0,7,0,0,0,0,0,0,0
MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG|MEG_722|ALMG-722_T_278_G,0,0,0,0,0,1,17,89,8,3
MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG|MEG_722|ALMG-722_A_508_C,0,0,0,0,0,1,20,54,12,8
MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG|MEG_722|ALMG-722_A_552_G,0,0,0,0,0,0,19,56,9,8
MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG|MEG_722|ALMG-722_C_702_A,8,0,3,0,3,0,0,0,0,0
MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG|MEG_722|ALMG-722_A_806_G,0,0,0,0,0,2,4,30,0,1
MEG_723|Metals|Aluminum_resistance|Aluminum_resistance_protein|ALU1P|MEG_723|ALU1P-723_T_30_C,9,7,2,0,2,0,0,0,0,0
MEG_723|Metals|Aluminum_resistance|Aluminum_resistance_protein|ALU1P|MEG_723|ALU1P-723_A_53_T,14,9,2,0,2,0,0,0,0,0
MEG_723|Metals|Aluminum_resistance|Aluminum_resistance_protein|ALU1P|MEG_723|ALU1P-723_T_228_G,0,0,0,0,0,1,0,16,2,6
MEG_723|Metals|Aluminum_resistance|Aluminum_resistance_protein|ALU1P|MEG_723|ALU1P-723_G_307_C,14,3,1,0,0,0,0,0,0,0
MEG_723|Metals|Aluminum_resistance|Aluminum_resistance_protein|ALU1P|MEG_723|ALU1P-723_G_327_C,0,0,0,0,0,3,0,18,2,8
MEG_723|Metals|Aluminum_resistance|Aluminum_resistance_protein|ALU1P|MEG_723|ALU1P-723_C_335_A,16,6,1,0,0,0,0,0,0,0
MEG_723|Metals|Aluminum_resistance|Aluminum_resistance_protein|ALU1P|MEG_723|ALU1P-723_T_361_A,15,7,1,0,0,0,0,0,0,0
MEG_723|Metals|Aluminum_resistance|Aluminum_resistance_protein|ALU1P|MEG_723|ALU1P-723_T_494_G,0,0,0,0,0,3,0,13,2,7
MEG_726|Drugs|betalactams|Class_C_betalactamases|AMPC|MEG_726|AMPC-726_T_827_C,4,0,0,0,0,0,0,0,0,0
MEG_731|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRA|MEG_731|AMRA-731_G_219_T,0,0,0,0,0,0,1,0,12,40
MEG_731|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRA|MEG_731|AMRA-731_C_367_G,0,0,0,0,0,3,5,0,17,45
MEG_731|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRA|MEG_731|AMRA-731_G_1067_C,0,0,0,0,0,2,4,0,17,32
MEG_737|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME|MEG_737|ANT2-DPRIME-737_g_463_T,2,0,0,0,2,0,0,0,0,0
MEG_756|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME|MEG_756|ANT2-DPRIME-756_C_8_T,0,4,0,0,0,0,0,0,0,0
MEG_756|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME|MEG_756|ANT2-DPRIME-756_C_126_G,0,4,1,0,0,0,0,0,0,0
MEG_756|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME|MEG_756|ANT2-DPRIME-756_G_223_A,0,5,0,0,1,0,0,0,0,0
MEG_756|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME|MEG_756|ANT2-DPRIME-756_G_260_C,0,13,0,0,1,0,0,0,0,0
MEG_756|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME|MEG_756|ANT2-DPRIME-756_G_301_T,0,18,0,0,1,0,0,0,0,0
MEG_756|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME|MEG_756|ANT2-DPRIME-756_G_353_T,0,20,0,1,0,0,0,0,0,0
MEG_757|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME|MEG_757|ANT2-DPRIME-757_C_273_G,0,7,0,0,0,0,0,0,0,0
MEG_762|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_762|ANT3-DPRIME-762_a_1002_G,0,0,0,0,0,2,0,3,0,0
MEG_762|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_762|ANT3-DPRIME-762_t_1078_C,0,0,0,0,0,2,0,2,0,0
MEG_762|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_762|ANT3-DPRIME-762_g_1312_A,0,0,0,0,0,2,0,2,0,0
MEG_787|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_787|ANT3-DPRIME-787_g_166_A,0,0,0,0,0,0,0,14,4,3
MEG_787|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_787|ANT3-DPRIME-787_c_252_T,0,0,0,0,0,0,0,15,7,2
MEG_787|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_787|ANT3-DPRIME-787_t_515_C,0,0,0,0,0,0,0,6,1,0
MEG_787|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_787|ANT3-DPRIME-787_c_566_G,0,0,0,0,0,0,0,11,5,0
MEG_798|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_798|ANT3-DPRIME-798_t_754_A,0,0,0,0,0,0,0,3,3,1
MEG_801|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_801|ANT3-DPRIME-801_g_394_A,0,3,0,1,0,0,0,0,0,0
MEG_802|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_802|ANT3-DPRIME-802_g_297_T,2,0,2,0,0,0,0,0,0,0
MEG_802|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_802|ANT3-DPRIME-802_a_318_C,2,0,2,0,0,0,0,0,0,0
MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_803|ANT3-DPRIME-803_c_566_G,0,0,0,0,0,0,0,1,1,2
MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_803|ANT3-DPRIME-803_c_700_G,0,0,0,0,0,0,0,4,0,0
MEG_811|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_811|ANT3-DPRIME-811_t_275_C,3,4,2,2,6,0,0,0,0,0
MEG_811|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_811|ANT3-DPRIME-811_a_379_G,0,0,0,0,0,0,0,5,0,0
MEG_812|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_812|ANT3-DPRIME-812_t_275_C,1,3,1,0,7,0,0,0,0,0
MEG_813|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_813|ANT3-DPRIME-813_a_405_T,1,2,1,1,0,0,0,0,0,0
MEG_813|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_813|ANT3-DPRIME-813_a_415_G,1,2,1,1,0,0,0,0,0,0
MEG_816|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_816|ANT3-DPRIME-816_t_350_G,8,3,6,1,0,0,0,0,0,0
MEG_816|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_816|ANT3-DPRIME-816_a_405_T,9,2,6,0,0,0,0,0,0,0
MEG_816|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_816|ANT3-DPRIME-816_a_415_G,10,2,6,0,0,0,0,0,0,0
MEG_816|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_816|ANT3-DPRIME-816_c_459_G,5,1,4,1,0,0,0,0,0,0
MEG_816|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_816|ANT3-DPRIME-816_g_551_T,6,3,4,1,0,0,0,0,0,0
MEG_816|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_816|ANT3-DPRIME-816_g_837_T,5,4,3,0,0,0,0,0,0,0
MEG_818|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_818|ANT3-DPRIME-818_t_350_G,3,1,2,0,0,0,0,0,0,0
MEG_818|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_818|ANT3-DPRIME-818_a_405_T,2,1,1,0,0,0,0,0,0,0
MEG_829|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_829|ANT3-DPRIME-829_c_87_T,0,0,4,0,0,0,0,0,0,0
MEG_835|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_835|ANT3-DPRIME-835_t_82_G,0,0,0,0,0,1,0,43,2,0
MEG_835|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_835|ANT3-DPRIME-835_a_145_G,0,0,0,0,0,1,0,41,3,0
MEG_835|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_835|ANT3-DPRIME-835_c_281_A,0,0,0,0,0,1,0,32,2,0
MEG_835|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_835|ANT3-DPRIME-835_a_357_T,0,0,0,0,0,0,0,22,2,0
MEG_835|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_835|ANT3-DPRIME-835_g_498_A,0,0,0,0,0,1,0,26,1,0
MEG_835|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_835|ANT3-DPRIME-835_t_516_G,0,0,0,0,0,1,0,30,1,0
MEG_835|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_835|ANT3-DPRIME-835_a_605_T,0,0,0,0,0,2,0,33,2,0
MEG_835|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_835|ANT3-DPRIME-835_a_756_T,0,0,0,0,0,1,0,16,0,0
MEG_843|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_843|ANT3-DPRIME-843_a_79_G,0,3,1,2,2,0,0,0,0,0
MEG_843|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_843|ANT3-DPRIME-843_t_149_A,0,4,1,3,1,0,0,0,0,0
MEG_843|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_843|ANT3-DPRIME-843_a_203_C,0,1,1,2,0,0,0,0,0,0
MEG_847|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_847|ANT3-DPRIME-847_g_19_T,0,0,0,0,0,1,9,3,3,1
MEG_847|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_847|ANT3-DPRIME-847_t_177_C,0,0,0,0,0,1,17,3,2,5
MEG_847|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_847|ANT3-DPRIME-847_a_215_C,0,0,0,0,0,1,21,5,3,6
MEG_847|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_847|ANT3-DPRIME-847_a_344_T,0,0,0,0,0,0,7,3,2,2
MEG_847|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_847|ANT3-DPRIME-847_a_486_G,0,0,0,0,0,0,10,3,1,3
MEG_847|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_847|ANT3-DPRIME-847_g_567_A,0,0,0,0,0,1,16,2,3,5
MEG_847|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_847|ANT3-DPRIME-847_t_671_G,0,0,0,0,0,0,22,3,3,3
MEG_848|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_848|ANT3-DPRIME-848_t_17_G,0,0,0,0,0,0,1,5,0,0
MEG_848|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_848|ANT3-DPRIME-848_g_115_A,0,0,0,0,0,0,1,4,0,0
MEG_848|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_848|ANT3-DPRIME-848_a_379_G,0,0,0,0,0,0,0,4,0,1
MEG_848|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_848|ANT3-DPRIME-848_g_425_C,0,0,0,0,0,0,0,3,1,1
MEG_848|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_848|ANT3-DPRIME-848_g_445_C,0,0,0,0,0,0,0,4,1,1
MEG_848|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_848|ANT3-DPRIME-848_a_476_C,0,0,0,0,0,0,0,3,1,0
MEG_848|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_848|ANT3-DPRIME-848_t_497_G,0,0,0,0,0,0,0,3,1,0
MEG_849|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_849|ANT3-DPRIME-849_t_17_G,0,0,0,0,0,0,0,9,0,3
MEG_849|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_849|ANT3-DPRIME-849_g_115_A,0,0,0,0,0,0,2,37,6,9
MEG_849|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_849|ANT3-DPRIME-849_a_206_T,0,0,0,0,0,0,2,40,5,6
MEG_849|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_849|ANT3-DPRIME-849_a_379_G,0,0,0,0,0,0,1,13,0,1
MEG_849|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_849|ANT3-DPRIME-849_g_425_C,0,0,0,0,0,0,1,12,1,0
MEG_849|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_849|ANT3-DPRIME-849_g_445_C,0,0,0,0,0,0,1,11,1,3
MEG_849|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_849|ANT3-DPRIME-849_a_476_C,0,0,0,0,0,0,0,14,1,3
MEG_849|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_849|ANT3-DPRIME-849_t_497_G,0,0,0,0,0,0,0,16,1,3
MEG_849|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_849|ANT3-DPRIME-849_c_700_G,0,0,0,0,0,0,0,26,2,1
MEG_861|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_861|ANT3-DPRIME-861_a_31_C,0,0,0,0,0,0,1,1,0,2
MEG_861|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_861|ANT3-DPRIME-861_c_228_A,0,0,0,0,0,0,4,7,0,5
MEG_861|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_861|ANT3-DPRIME-861_c_291_G,0,0,0,0,0,1,7,8,0,9
MEG_861|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_861|ANT3-DPRIME-861_a_317_C,0,0,0,0,0,1,6,5,0,7
MEG_861|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_861|ANT3-DPRIME-861_a_642_G,0,0,0,0,0,1,1,6,0,7
MEG_861|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_861|ANT3-DPRIME-861_t_749_G,0,0,0,0,0,2,3,9,0,10
MEG_862|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_862|ANT3-DPRIME-862_a_31_C,0,0,0,0,0,0,0,1,0,3
MEG_862|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_862|ANT3-DPRIME-862_c_228_A,0,0,0,0,0,0,1,3,0,6
MEG_862|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_862|ANT3-DPRIME-862_c_291_G,0,0,0,0,0,0,1,0,0,4
MEG_862|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_862|ANT3-DPRIME-862_a_317_C,0,0,0,0,0,0,1,0,0,3
MEG_862|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_862|ANT3-DPRIME-862_a_642_G,0,0,0,0,0,0,0,2,0,4
MEG_862|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_862|ANT3-DPRIME-862_t_749_G,0,0,0,0,0,0,1,0,0,5
MEG_881|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_881|ANT3-DPRIME-881_a_68_C,0,21,18,2,3,0,0,0,0,0
MEG_882|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_882|ANT3-DPRIME-882_t_350_G,3,0,2,0,0,0,0,0,0,0
MEG_882|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_882|ANT3-DPRIME-882_a_405_T,3,0,2,0,0,0,0,0,0,0
MEG_882|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_882|ANT3-DPRIME-882_a_415_G,4,0,2,0,0,0,0,0,0,0
MEG_882|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_882|ANT3-DPRIME-882_c_459_G,4,0,3,0,0,0,0,0,0,0
MEG_882|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_882|ANT3-DPRIME-882_g_551_T,2,1,1,0,0,0,0,0,0,0
MEG_884|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_884|ANT3-DPRIME-884_a_31_C,0,0,0,0,0,0,0,10,6,0
MEG_884|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_884|ANT3-DPRIME-884_c_449_G,0,0,0,0,0,0,0,3,1,0
MEG_885|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME|MEG_885|ANT3-DPRIME-885_t_17_G,0,0,0,0,0,0,0,8,1,0
