SNP_accession,S011_rd050m_R01_100bp_97ani_V4Full,S012_rd050m_R02_100bp_97ani_V4Full,S013_rd050m_R03_100bp_97ani_V4Full,S014_rd050m_R04_100bp_97ani_V4Full,S015_rd050m_R05_100bp_97ani_V4Full,S016_rd050m_R06_100bp_97ani_V4Full,S017_rd050m_R07_100bp_97ani_V4Full,S018_rd050m_R08_100bp_97ani_V4Full,S019_rd050m_R09_100bp_97ani_V4Full,S020_rd050m_R10_100bp_97ani_V4Full
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_C_192_T,4,0,4,4,6,9,44,1,9,2
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_T_198_C,7,11,8,6,11,16,47,15,9,8
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_T_219_C,3,1,4,4,8,9,39,2,9,1
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_C_513_T,6,15,1,6,8,6,6,8,0,24
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_C_627_T,5,11,4,2,12,7,13,9,1,5
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_T_735_C,8,12,6,3,8,3,7,15,1,16
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_C_834_T,12,13,2,2,9,6,10,13,0,20
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_G_864_A,9,20,4,2,8,6,6,11,0,17
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_C_924_T,4,19,6,5,12,9,9,8,1,15
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_C_1425_T,4,16,5,1,10,11,11,9,0,20
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_G_1836_A,2,10,2,3,8,4,5,11,1,11
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_T_1860_C,2,10,3,4,10,2,3,7,1,10
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_C_1932_T,1,11,4,3,8,4,3,15,1,8
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_T_1953_C,8,10,9,5,13,16,47,19,14,10
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_T_1965_C,6,8,7,4,12,18,44,15,13,9
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_G_1968_A,5,2,4,3,8,12,40,2,13,1
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_T_2262_C,5,6,3,6,4,6,18,6,8,7
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_T_2277_C,1,1,1,5,0,3,12,1,4,2
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_A_2304_G,2,4,3,5,5,5,14,7,5,10
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_T_2316_C,2,0,1,1,0,5,7,2,3,0
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_C_2319_T,2,3,3,4,4,6,9,9,3,8
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|MEG_3244|GYRBA-3244_T_2326_C,0,3,2,3,4,1,3,7,1,8
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_A_63_T,0,0,0,0,0,10,0,0,6,5
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_A_147_C,130,0,9,17,5,0,0,0,0,0
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_T_269_C,145,0,6,18,5,0,0,0,0,0
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_A_336_C,141,0,9,16,7,0,0,0,0,0
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_A_558_T,0,0,0,0,0,27,1,2,8,18
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_A_619_T,0,0,0,0,0,17,3,1,8,17
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_A_629_C,0,0,0,0,0,19,3,0,9,16
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_G_732_C,175,0,13,14,7,0,0,0,0,0
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_T_890_A,145,0,5,18,4,0,0,0,0,0
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_A_923_T,152,0,5,17,5,0,0,0,0,0
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_T_954_C,148,0,5,20,6,0,0,0,0,0
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_T_1059_C,0,0,0,0,0,13,2,1,6,14
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_G_1258_A,0,0,0,0,0,10,1,1,5,4
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_T_1365_A,70,0,2,7,4,0,0,0,0,0
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_A_1370_C,0,0,0,0,0,9,0,0,4,4
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA|MEG_3256|HEFA-3256_T_1397_A,49,0,2,4,3,0,0,0,0,0
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_C_148_G,120,9,0,1,0,0,0,0,0,0
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_T_272_A,143,11,0,2,0,0,0,0,0,0
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_T_315_A,0,0,0,0,0,10,34,1,0,8
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_G_705_T,192,14,0,0,0,0,0,0,0,0
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_G_717_C,0,0,0,0,0,21,68,2,0,13
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_A_904_G,1,0,0,0,0,10,63,1,0,17
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_G_1186_A,0,0,0,0,0,17,64,4,0,13
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_G_1291_A,193,11,0,0,0,0,0,0,0,0
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_A_1757_C,210,16,0,1,0,0,0,0,0,0
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_A_2035_G,0,0,0,0,0,11,45,4,0,20
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_A_2476_G,153,8,0,0,0,0,0,0,0,0
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_T_2576_G,137,4,0,1,0,0,0,0,0,0
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_G_2935_C,107,5,0,1,0,0,0,0,0,0
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_A_2994_T,0,0,0,0,0,3,27,3,0,5
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC|MEG_3257|HEFC-3257_T_3059_G,36,5,0,1,0,0,0,0,0,0
MEG_3265|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HLYD|MEG_3265|HLYD-3265_G_217_A,2,20,8,6,0,0,0,0,0,0
MEG_3265|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HLYD|MEG_3265|HLYD-3265_G_626_A,1,32,9,3,0,0,0,0,0,0
MEG_3265|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HLYD|MEG_3265|HLYD-3265_A_692_G,0,26,8,2,0,0,0,0,0,0
MEG_3265|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HLYD|MEG_3265|HLYD-3265_C_1113_T,0,18,6,4,0,0,0,0,0,0
MEG_3265|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HLYD|MEG_3265|HLYD-3265_G_1114_C,0,18,6,4,0,0,0,0,0,0
MEG_3267|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3267|HMRM-3267_G_300_A,0,0,0,0,0,1,0,2,3,3
MEG_3267|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3267|HMRM-3267_T_360_G,0,0,0,0,0,1,0,2,0,2
MEG_3267|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3267|HMRM-3267_A_493_G,0,0,0,0,0,4,0,0,4,2
MEG_3267|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3267|HMRM-3267_T_594_A,0,0,0,0,0,2,0,5,3,3
MEG_3267|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3267|HMRM-3267_T_643_G,0,0,0,0,0,2,0,5,7,3
MEG_3267|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3267|HMRM-3267_G_833_T,0,0,0,0,0,2,0,2,3,5
MEG_3267|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3267|HMRM-3267_T_923_G,0,0,0,0,0,2,0,4,4,6
MEG_3267|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3267|HMRM-3267_T_1007_G,0,0,0,0,0,6,0,2,2,1
MEG_3267|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3267|HMRM-3267_A_1207_T,0,0,0,0,0,1,0,3,6,3
MEG_3268|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3268|HMRM-3268_G_300_A,0,0,0,0,0,7,0,5,8,3
MEG_3268|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3268|HMRM-3268_T_360_G,0,0,0,0,0,6,0,5,11,3
MEG_3268|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3268|HMRM-3268_A_493_G,0,0,0,0,0,6,0,9,11,5
MEG_3268|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3268|HMRM-3268_T_594_A,0,0,0,0,0,5,0,4,7,6
MEG_3268|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3268|HMRM-3268_T_643_G,0,0,0,0,0,4,0,2,8,6
MEG_3268|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3268|HMRM-3268_G_833_T,0,0,0,0,0,3,0,4,7,2
MEG_3268|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3268|HMRM-3268_T_923_G,0,0,0,0,0,2,0,5,9,2
MEG_3268|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3268|HMRM-3268_T_1007_G,0,0,0,0,0,6,0,1,7,2
MEG_3268|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM|MEG_3268|HMRM-3268_A_1207_T,0,0,0,0,0,2,0,4,6,5
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS|MEG_3271|HNS-3271_A_9_T,3,1,0,0,0,0,0,0,0,0
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS|MEG_3271|HNS-3271_A_64_C,5,1,1,1,0,0,0,0,0,0
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS|MEG_3271|HNS-3271_G_75_A,6,1,1,1,0,0,0,0,0,0
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS|MEG_3271|HNS-3271_G_151_C,3,0,2,1,0,0,0,0,0,0
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS|MEG_3271|HNS-3271_G_206_T,3,1,1,0,0,0,0,0,0,0
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS|MEG_3271|HNS-3271_A_221_T,3,1,1,0,0,0,0,0,0,0
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS|MEG_3271|HNS-3271_C_294_G,4,1,0,0,0,0,0,0,0,0
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS|MEG_3271|HNS-3271_C_346_T,4,0,0,0,0,0,0,0,0,0
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS|MEG_3271|HNS-3271_A_348_G,4,0,0,0,0,0,0,0,0,0
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS|MEG_3271|HNS-3271_A_358_T,4,0,0,0,0,0,0,0,0,0
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_C_45_T,0,0,0,0,0,0,1,8,2,1
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_T_77_C,0,4,0,2,0,0,0,0,0,0
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_T_146_A,0,0,0,0,0,1,2,10,4,1
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_G_182_T,0,2,0,5,0,0,0,0,0,0
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_C_186_T,0,2,0,5,0,0,0,0,0,0
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_T_224_A,0,2,0,6,0,0,0,0,0,0
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_T_260_C,0,0,0,0,0,1,3,10,5,4
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_C_288_G,0,3,0,3,0,0,0,0,0,0
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_C_311_G,0,0,0,0,0,0,5,10,4,6
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_G_316_A,0,0,0,0,0,0,5,9,4,6
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_A_347_T,0,6,0,2,0,0,0,0,0,0
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_C_390_T,0,0,0,0,0,4,3,12,3,10
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_T_516_G,0,0,0,0,0,3,7,7,3,3
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_T_617_A,0,3,0,3,0,0,0,0,0,0
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_C_632_T,0,3,0,2,0,0,0,0,0,0
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_T_683_G,0,3,0,2,0,0,0,0,0,0
MEG_3272|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN|MEG_3272|HOXN-3272_T_954_C,0,0,0,0,0,0,3,6,4,7
MEG_3283|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3283|HUPE-3283_C_167_T,0,0,0,0,0,5,11,2,0,4
MEG_3283|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3283|HUPE-3283_C_234_T,0,0,0,0,0,5,11,1,0,4
MEG_3283|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3283|HUPE-3283_C_419_T,11,1,0,0,2,0,0,0,0,0
MEG_3283|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3283|HUPE-3283_T_470_G,0,0,0,0,0,6,7,1,1,5
MEG_3283|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3283|HUPE-3283_T_566_G,0,0,0,0,0,4,5,0,0,0
MEG_3284|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3284|HUPE-3284_G_23_C,0,3,1,0,2,0,0,0,0,0
MEG_3284|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3284|HUPE-3284_T_64_A,0,0,0,0,0,2,2,0,4,0
MEG_3284|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3284|HUPE-3284_G_82_T,0,0,0,0,0,2,3,0,6,0
MEG_3284|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3284|HUPE-3284_C_93_T,0,0,0,0,0,3,4,1,6,0
MEG_3284|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3284|HUPE-3284_C_141_G,0,0,0,0,0,3,5,2,4,1
MEG_3284|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3284|HUPE-3284_A_286_C,0,0,0,0,0,1,1,0,3,1
MEG_3284|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3284|HUPE-3284_T_382_C,0,0,0,0,0,4,4,0,2,0
MEG_3284|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3284|HUPE-3284_T_393_C,0,0,0,0,0,4,4,0,2,0
MEG_3284|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3284|HUPE-3284_T_438_G,0,2,3,2,2,0,0,0,0,0
MEG_3284|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE|MEG_3284|HUPE-3284_A_518_T,0,0,0,0,0,4,2,0,7,0
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA|MEG_3287|IBPA-3287_G_87_C,0,0,3,1,0,0,0,0,0,0
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA|MEG_3287|IBPA-3287_G_94_A,0,0,3,1,0,0,0,0,0,0
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA|MEG_3287|IBPA-3287_C_102_G,0,0,3,1,0,0,0,0,0,0
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA|MEG_3287|IBPA-3287_C_305_T,0,2,2,2,0,0,0,0,0,0
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB|MEG_3289|IBPB-3289_T_366_A,0,0,0,0,0,0,2,0,2,0
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB|MEG_3289|IBPB-3289_C_384_T,0,0,0,0,0,0,2,0,2,0
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3290|ICLR-3290_A_233_C,1,1,0,4,0,0,0,0,0,0
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3290|ICLR-3290_G_291_T,2,0,1,4,0,0,0,0,0,0
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3290|ICLR-3290_C_324_T,4,1,1,1,0,0,0,0,0,0
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3290|ICLR-3290_A_400_G,0,0,0,0,0,1,0,3,0,0
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3290|ICLR-3290_C_564_A,0,0,0,0,0,3,3,0,1,0
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3290|ICLR-3290_A_641_G,0,0,0,0,0,1,2,0,2,0
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3290|ICLR-3290_T_703_A,1,2,0,1,0,0,0,0,0,0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3291|ICLR-3291_A_75_G,0,0,0,0,0,1,1,1,3,0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3291|ICLR-3291_A_272_C,2,3,1,2,0,0,0,0,0,0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3291|ICLR-3291_G_330_T,1,5,1,1,0,0,0,0,0,0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3291|ICLR-3291_C_363_T,0,2,2,1,0,0,0,0,0,0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3291|ICLR-3291_A_439_G,0,0,0,0,0,1,2,1,7,0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3291|ICLR-3291_G_473_C,0,0,0,0,0,1,4,1,7,0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3291|ICLR-3291_C_512_T,0,4,1,1,0,0,0,0,0,0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3291|ICLR-3291_C_603_A,0,1,0,0,0,1,4,0,5,0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3291|ICLR-3291_A_680_G,0,0,0,0,0,0,5,0,5,0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3291|ICLR-3291_T_742_A,2,5,0,2,0,0,0,0,1,0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3291|ICLR-3291_G_837_T,0,0,0,0,0,1,2,1,5,0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR|MEG_3291|ICLR-3291_G_851_T,0,0,0,0,0,1,2,0,3,0
MEG_3294|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|IDER|MEG_3294|IDER-3294_G_13_C,0,0,0,0,0,2,1,1,1,0
MEG_3294|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|IDER|MEG_3294|IDER-3294_C_216_A,0,0,0,0,0,3,1,1,3,0
MEG_3294|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|IDER|MEG_3294|IDER-3294_T_264_G,0,0,0,0,0,1,0,0,3,0
MEG_3294|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|IDER|MEG_3294|IDER-3294_T_347_G,0,0,0,0,0,7,2,2,2,2
MEG_3294|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|IDER|MEG_3294|IDER-3294_A_448_T,0,0,0,0,0,4,4,1,1,1
MEG_3294|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|IDER|MEG_3294|IDER-3294_A_557_G,0,0,0,0,0,2,3,2,6,1
MEG_3294|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|IDER|MEG_3294|IDER-3294_G_563_A,0,0,0,0,0,2,3,2,6,2
MEG_3294|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|IDER|MEG_3294|IDER-3294_G_608_A,0,0,0,0,0,5,2,2,5,3
MEG_3294|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|IDER|MEG_3294|IDER-3294_C_657_T,0,0,0,0,0,3,1,2,3,3
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|MEG_3295|ILES-3295_C_834_A,0,37,4,7,3,0,0,0,0,0
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|MEG_3295|ILES-3295_C_1044_G,0,30,5,5,4,0,0,0,0,0
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|MEG_3295|ILES-3295_C_1179_A,0,0,0,0,0,5,43,16,4,10
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|MEG_3295|ILES-3295_C_1185_G,0,0,0,0,0,5,44,16,4,9
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|MEG_3295|ILES-3295_T_1361_A,0,0,0,0,0,8,38,9,6,19
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|MEG_3295|ILES-3295_C_1725_G,0,0,0,0,0,3,34,14,8,7
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|MEG_3295|ILES-3295_A_1790_T,0,38,12,4,9,0,0,0,0,0
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|MEG_3295|ILES-3295_G_1795_C,0,39,10,4,9,0,0,0,0,0
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|MEG_3295|ILES-3295_C_1927_A,0,0,0,0,0,3,46,11,2,13
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|MEG_3295|ILES-3295_T_2042_A,0,35,3,4,9,0,0,0,0,0
